0,00;0,00
2,10;1,76
3,05;2,56
1,15;0,97
1,45;1,22
2,25;1,89
2,30;1,93
1,45;1,22
2,90;2,44
2,75;2,31
3,30;2,77
3,95;3,32
2,40;2,02
2,60;2,18
3,35;2,82
4,10;3,45
3,35;2,82
4,25;3,57
5,30;4,45
